Index,Real,GRU,GWO-LSTM,LSTM,SAES
78.0,1306.6,1654.0477509123318,1481.769478062724,1689.0586518054524,1205.537806743232
79.0,1788.7,1307.6236453085066,1267.856845068,1236.8494184780145,1290.7522662578792
80.0,1807.5,1196.7362588516294,1541.1930740882246,1644.6891803171534,1380.6974606297892
81.0,1822.5999999999997,1869.499187050648,1384.6428894671185,1374.0957262079964,1309.3446504928183
82.0,1333.5,1257.5408894883217,1271.6400438953706,1216.8390268055364,1527.9885367913428
83.0,1487.8,1742.7283086691464,1437.2545887723445,1301.6582008491987,1246.3933870352091
84.0,1331.95,1780.1676010387814,1373.1840848099082,1286.2944956818078,1167.613740814802
85.0,1222.4,1230.3587594359335,1265.4934829105648,1265.8975107241454,1226.5876495744408
86.0,1269.5000000000002,1663.8176828630944,1243.3068684335467,1268.7288292924682,1241.2701552170265
87.0,1734.7,1588.2998979991228,1284.0497356856347,1264.558329340676,1756.7253544183277
88.0,1232.8,1219.3660933828232,1492.2660443970933,1253.7471923032,1721.8031503321756
89.0,1284.3,1378.31005239859,1595.3793270573476,1315.9230155066475,1279.768561663794
90.0,1780.7,1205.1581971825162,1229.5387755964489,1419.294171671112,1656.5933286459126
91.0,1810.2,1266.366278461742,1272.953901156265,1284.445240582837,1247.7409460634328
92.0,1791.35,1263.1251861624214,1510.2321080791885,1684.32491281108,1799.194960422975
93.0,1256.5,1473.7602686465484,1448.060416384193,1274.9141455285578,1727.1637367102849
94.0,1889.0499999999997,1437.5850819421355,1268.342418671671,1233.4756968848492,1678.1230888802463
95.0,1741.9,1205.7508716245295,1269.8200434407902,1398.7940256551392,1239.0250731395286
96.0,1335.9,1741.745689816035,1328.7640066196122,1752.8550581555753,1586.4156432374175
97.0,1891.45,1268.643387646884,1284.5962129691754,1209.8947842314928,1304.4164907436889
98.0,1427.75,1723.4652586430493,1598.1589427342303,1312.4910828294794,1314.2879356703766
99.0,1799.65,1416.1867344300729,1558.7492604836282,1208.0238918153718,1252.1510707581251
100.0,1545.1,1287.6828711340274,1444.3346251178975,1713.6129326923538,1606.488932546718
101.0,1184.35,1138.6229474198574,1255.8488991389206,1246.3539298633707,1372.1825487313845
102.0,1215.45,1655.0555352735894,1552.7872436981097,1358.8680849302928,1428.168853034692
103.0,1267.8,1584.9751644313103,1213.1770729727073,1598.7056960575972,1701.8198133084584
104.0,1949.35,1262.3042332468654,1511.576781848135,1269.739948742865,1446.5967079363334
105.0,1485.3,1727.2393225819674,1574.8826958628383,1776.515407093947,1279.9001276469603
106.0,1292.1,1665.356743133896,1278.7786393400088,1378.1931866367215,1242.3467956875422
107.0,1890.75,1371.1074177884525,1535.3240018934375,1249.5004330048046,1270.8112087671432
108.0,1571.95,1218.072894428915,1364.209786835977,1713.5366028592823,1644.6803996959686
109.0,1736.2500000000002,1277.9743908609482,1247.099753391975,1611.420940997711,1258.6506492902467
110.0,1877.1,1268.9656605798373,1479.0100956478454,1733.1404384457082,1446.4388433842364
111.0,1864.3,1743.9165108209777,1277.525805723862,1796.4721478999918,1681.9701665061584
112.0,1890.9000000000003,1744.251046372231,1513.954733083542,1247.1169726391315,1274.2313113505738
113.0,1343.5,1231.7232704299354,1304.4506363118685,1307.9585815959936,1289.4125853613546
114.0,1865.6,1276.7179915611498,1266.9892567621246,1280.275376862547,1784.0663198453494
115.0,1936.65,1244.253488670113,1589.5154062185702,1591.6904696330123,1740.433500791106
116.0,1874.85,1318.9213016356955,1512.2625437687002,1257.1301246026017,1784.3764648040271
117.0,1264.55,1494.0074326130214,1299.5577433433514,1604.6796109772358,1690.3482369458436
118.0,1928.4500000000003,1254.8009304358102,1485.643581787955,1625.7700900417267,1220.0505849227875
119.0,1944.75,1694.097362166089,1346.0044476182409,1423.674482493147,1290.5534793014049
120.0,1312.4,1216.6014814054952,1291.3433065483002,1267.8218213494988,1313.184570190709
121.0,1856.6,1273.110506105725,1259.7058376267707,1238.902588034985,1282.2822437869652
122.0,1305.6,1248.0960951971742,1166.9294680180628,1280.6440718804995,1319.2082888771238
123.0,1408.3,1267.0487223075943,1291.7242407607305,1203.712680493623,1649.69808269671
124.0,1476.7,1575.5570897463533,1239.693400833871,1561.1054802380816,1250.4408513011035
125.0,1284.0000000000002,1535.8133462130738,1281.5963118995703,1317.1471649315592,1254.191378084263
126.0,1482.1,1273.6032176154038,1230.4132257780025,1350.0462748122825,1711.1729661616766
127.0,1465.25,1313.6708139391735,1259.1144218226575,1605.9732015586303,1656.6854107197555
128.0,1171.05,1770.003315190698,1466.8762731549118,1561.035377535614,1332.062331889659
129.0,1509.1999999999998,1289.4012453231971,1266.9979140788266,1288.923292752187,1631.568548267032
130.0,1939.6500000000003,1735.1762760992365,1269.282897017436,1312.2771943608284,1272.001322147668
131.0,1886.9,1313.383954379427,1288.1610807926988,1526.1986082006213,1293.0531349285409
132.0,1194.25,1770.97774280242,1256.4750445471288,1296.66191620964,1762.8931676615398
133.0,1966.25,1283.6005862725483,1341.4882998614137,1206.2149849273928,1472.979687124219
134.0,1133.65,1204.0417685113518,1465.6174303845569,1261.58614112366,1226.6916227819293
135.0,1838.9999999999998,1367.2243628108256,1268.105439124078,1300.2936603811806,1608.938087010153
136.0,1222.3,1243.1515568468135,1508.29959119558,1332.0948172537594,1383.4391358433788
137.0,1866.55,1252.8112661095763,1299.7373004137153,295.1429407625626,1704.3157441945102
138.0,1291.0,1305.9778770255043,545.9089549071987,1731.2846094837112,1534.5004568796976
139.0,1320.4,1749.0819559926488,1267.1078404163704,1255.0697647394504,1599.1536694325855
140.0,1351.45,1280.4115453668564,1556.9652199156642,1315.4001063364794,1697.0097933606614
141.0,1279.5,1417.5246322083608,1281.5048429864937,1743.796146690936,1782.616450469451
142.0,1861.75,1262.318552699462,1476.0354167634248,1151.7309958013327,1673.1851191681326
143.0,1878.3,1168.5403139185937,1480.7340587261883,1310.53877660919,1308.2046734156218
144.0,1224.15,1225.243142945115,1348.635849045498,1214.764324773142,1719.9199141405657
145.0,1786.6,1673.3044727073077,1226.2407817220217,1280.092139147903,1284.1793407319312
146.0,1843.0,1748.3590256038578,1294.6331154436875,1443.3587189748991,1294.240396523484
147.0,1288.6,1276.4267313735918,1252.6571581544915,1274.9310670627815,1658.5650909951153
148.0,1294.3,1648.0574572734515,662.4711578175071,1235.3876792041378,1285.1155674760826
149.0,1466.65,1453.36327798492,1362.9757700652513,1717.698834023968,1286.238811378333
150.0,1563.7,1259.0793784006714,1576.1714927838825,1279.6917383592229,1683.8633979204028
151.0,1461.7000000000003,1196.9977410483916,1238.8204449605448,1665.9990573052116,1460.5103747713222
152.0,1314.1,1243.1277822090135,1265.5336070856565,1650.7095968140077,1233.8785694825488
153.0,1331.25,1206.4601785934674,1549.5727906461452,1281.4472477793936,1316.2556327610623
154.0,1723.8499999999997,1476.5982233293116,1411.093003686738,1598.0164829168564,1773.0478653978762
155.0,1798.5,1269.4555604168183,1372.9732100311703,1287.3120529153762,1278.5982877483773
156.0,1346.25,1259.2439148555502,1281.4810585746668,1672.5145168172023,1326.2060365440916
157.0,1291.4,1757.353963753354,1236.214142601198,1204.467210765422,1674.316815779853
158.0,1314.9000000000003,1254.1148457332945,1520.7486953425068,1249.9280339035347,1266.1012579219062
159.0,1329.4000000000003,1275.6487344940454,1511.149276603492,1211.7125193869178,1323.8510863476724
160.0,1279.95,1182.722788688399,1269.845246001654,1256.9685776740007,1599.8917441425967
161.0,1253.45,1532.4946870968172,1556.4449232017491,1247.036489125008,1810.002999717997
162.0,1528.75,1410.9568845280608,1231.1460672182452,1414.2036998099034,1739.6245998830018
163.0,1315.0499999999997,1453.484799769601,1378.9707743993297,1359.9409731175472,1310.5640622672856
164.0,1402.5000000000002,1298.2684836812384,1269.7161441538956,1674.264753322687,1166.5942707424606
165.0,1290.35,1324.0604490460291,1574.1698515134667,1262.3220715933062,1242.9917351222186
166.0,1258.75,1661.7402631561245,1248.7695662476465,1217.9545407319802,1273.0442903470928
167.0,1226.5,1204.039167232973,1373.7144315955263,1280.7297642806304,1601.0772116719004
168.0,1269.5999999999997,1813.4522786944449,1391.5271573541984,1415.5044693828206,1779.6555228236482
169.0,1250.8,1273.7120940049626,1538.8774729311162,1272.7795035485667,1268.3173303539616
170.0,1417.45,1428.6077971402008,1242.7675676108404,1275.719290435955,1235.8028717787397
171.0,1230.3,1200.6459663801743,1551.7889836340096,1614.4826905083748,1234.3315890417352
172.0,1458.7,1292.681240941055,1286.9450868777217,1309.323535581413,1214.5277278329224
173.0,1275.7,1756.9583837285006,1279.476815422189,1296.2088639784834,1200.2234035662464
174.0,1458.4000000000003,1244.1639246150537,1590.6891854870296,1440.9400763603005,1660.2086288537937
175.0,1313.3,1760.685946115914,1417.5902308101367,1691.5295660076947,1678.6671375432977
176.0,1410.35,1621.361000791337,1248.1509103856745,1280.5935681194935,1240.2444685459711
177.0,1229.95,1435.6049569150637,1420.4171911390372,1263.4120930065708,1285.121515329076
178.0,1351.25,1446.2525666725703,1600.1089581721292,1282.4850900335937,1450.1373901736883
179.0,1303.5,1210.401984868953,1292.38179046777,1448.8518730955457,1309.661412533802
180.0,1335.55,1468.1125246886877,1275.3457923019664,1318.3859215358716,1378.1241589733531
181.0,1466.6,1313.9148152197247,1269.328042891131,1672.6642917393035,1257.9368814981924
182.0,1283.8,1197.2034841025138,1239.750364480621,1291.8731239161507,1710.620277396371
183.0,1345.05,1229.809250953292,1272.7229555619533,1415.2641548860738,1257.165321344685
184.0,1735.35,1322.0246477130154,1368.8004125679845,1681.6454764391697,1266.9465264453324
185.0,1781.7999999999997,1557.6742902993633,1286.588233443356,1229.6839307409505,1486.9651888433402
186.0,1331.3999999999999,1268.9682667117618,1573.1648366245074,1368.4289371025886,1709.936610139512
187.0,1696.25,1596.569145966355,1249.108828691535,1277.2679848664732,1575.2700098043683
188.0,1940.45,1195.1019121525778,1273.2037346398397,1694.1417682913377,1301.8342150353033
189.0,1229.35,1279.4464635695615,1397.1860579152174,1328.4254024377085,1284.98354174234
190.0,1856.6,1414.0050986138394,1477.8180096947408,310.95413597780544,1236.1015559966554
191.0,1266.45,1599.9844418702696,1246.3897722695826,1293.487470897153,1424.5654504121687
192.0,1319.15,1312.5803445294696,1357.2875290922211,1260.2542845096243,1250.7471553080345
193.0,1302.15,1525.3852008093324,1275.5359067815052,1218.644383423621,1732.8788114764966
194.0,1881.8499999999997,1199.3532521235438,1305.9643760946728,1732.8344112660016,1704.9135016113034
195.0,1823.05,1667.331878964979,1275.7629172422032,1725.956345211424,1433.9742900612207
196.0,1276.35,1685.1835982641492,1201.949306459342,1687.8531629340378,1280.7560242647537
197.0,1958.55,1275.282031736573,1345.683195032398,1418.1604263606223,1259.1033451495134
198.0,1477.9,237.25747070794307,1491.136363751168,1660.7373024113265,1257.9123534046173
199.0,1950.85,1740.0327368831338,1234.0852371956453,1325.623812071293,1370.7029238613447
200.0,1134.6,1734.9423306080869,1548.7036534153565,1673.5233981926183,1238.7984729019256
201.0,1497.2,1684.164196809658,1387.8170764455458,1224.9424077756182,1493.3983133263616
202.0,1328.6,1297.4517578734876,1274.2607746888268,1275.786233345256,1665.6291296761942
203.0,1419.0499999999997,1329.8892222827574,1273.7999198425628,1291.7760366132054,1657.287836450447
204.0,1306.95,1678.4630426007864,1405.7964236518878,1245.9376199415392,1655.0061400416937
205.0,1312.15,1715.1181916531425,1389.9578066557815,1566.1539564172876,1603.6458809469927
206.0,1763.15,1418.9939162748317,1551.0034761278237,1276.2560214494545,1294.6393286709806
207.0,1279.8,1648.087817425608,1278.4203940557193,1206.060342789027,1238.0265372262234
208.0,1324.35,1223.7073836111113,875.6751530624341,1265.8254182621406,1239.8434301608993
209.0,1230.75,1276.3556075353526,1259.8055724024944,1267.025942588138,1233.667644801231
210.0,1511.5,1716.87084292053,1516.085761770427,1325.346457302522,1271.700201696584
211.0,1156.1,1269.4341762408849,1266.092168846851,1614.1236963918382,1291.5818898465147
212.0,1762.65,1223.4139037137456,1366.805275543401,1662.334075470253,1731.639465490492
213.0,1346.6000000000001,1228.044725424173,1176.1638545287233,1424.1936754283677,1277.9290736728076
214.0,1247.15,1277.8643468189289,1305.432408940379,1280.085428098754,1452.1293692264935
215.0,1786.65,1216.6511011290602,1509.232220417049,1671.8599473315717,1279.997938793774
216.0,1619.0,1443.1133714303094,1354.7054193917152,1272.358303775762,1227.8963232270646
217.0,1197.3,1445.953290483715,1591.993057386988,1435.7263907519216,1522.1316383797368
218.0,1724.35,1273.1990668381554,1277.4245015615234,1501.125079690683,1689.2873422321345
219.0,1905.6,1679.747653222709,1508.5669377735178,1216.090687019682,1290.452943587058
220.0,1285.4,1709.129521508387,1258.325882410957,1245.7403488468065,1320.8097665870823
221.0,1717.35,1410.0936181380068,1256.2509032339028,1322.3336043770444,1623.4695438245044
222.0,1281.85,1445.0513716879273,1274.1401290458753,1205.2718385492717,1283.375871141082
223.0,1235.95,1735.2195502595755,1247.1643161277807,1682.1555100063065,1749.882956715262
224.0,1276.8499999999997,1255.8941531069584,1497.5707182737344,1431.3003407442009,1227.9861457301222
225.0,1215.2,1286.1635939789744,1274.4157823163025,1452.8756046908711,1291.608992000722
226.0,1691.05,1228.0195359921713,1243.305057322753,1476.3569391897925,1268.2995148014802
227.0,1187.0,1261.0729902906994,1342.5153986440955,1323.336601509214,1720.2068365921507
228.0,1808.45,1725.064420801103,1493.2781230771925,1497.5875084686666,1279.5105514461768
229.0,1788.2500000000002,1209.687670787441,1540.014422009031,1323.985397188637,1272.5767025117282
230.0,1228.35,1293.6254336483605,1372.909471861926,1645.128301515726,310.92912559180377
231.0,1806.0,1442.359671644536,1360.8620386023656,1316.980200830356,1247.2662921374872
232.0,1574.75,1375.6414772273304,1373.6717458580654,1198.5154334278743,1496.5271250422254
233.0,1903.05,1315.6607729430436,1274.6299139509197,1265.753524824607,1313.8519658140056
234.0,1940.9,1298.1534504070094,1531.2621116772634,1164.2914396734948,1782.396776756317
235.0,1567.8499999999997,1264.9906109713927,1256.3438919602595,1712.319299884814,1773.509567900808
236.0,2008.75,1323.4904923942888,1324.89506241257,1274.6754489778205,1551.919379105574
237.0,1245.3,1276.27608479397,1434.2458348108587,1314.8443999256208,1653.8403100512494
238.0,1714.95,1439.9938496162547,1499.6866627491363,1313.0233901746517,1305.6246007170514
239.0,1252.55,1496.94895229001,1284.4122329363802,1626.4608518718298,1465.154943962943
240.0,1272.0,1662.5509809560738,1250.5642718872969,1213.1714342535502,1252.3555216112331
241.0,1891.9,1331.5985827107838,1253.50657020075,1278.5791251968674,1760.8352101184937
242.0,1262.0,1597.5859959898846,1268.4190859764524,1432.0477489125549,1294.4866469033018
243.0,1309.6,1268.2759224754552,1248.2878728258238,1297.249692299392,1229.553250969136
244.0,1226.1,306.9684150383374,1288.7387097897065,1704.5049558002806,1641.6708585794538
245.0,1185.55,1315.6858452615147,1512.9257223380707,1290.4148450964951,1432.2208107160177
246.0,1212.25,1258.881418887438,643.9247234166855,1779.644957702957,1524.015402093979
247.0,1842.55,1218.286359889293,1294.7731244002591,1324.235775727696,1694.1774156832817
248.0,1940.8,1206.3323873091842,1280.3863692465643,1598.2089677269134,1283.788698360411
249.0,1738.05,1380.0182245086114,1480.979756092234,1299.4231436665834,1730.4725576183644
250.0,1335.65,1327.0020145034073,1257.6162885703836,1443.4432075336736,1412.8337365173006
251.0,1145.9,1264.6153621561689,1504.8832409588954,1803.5390566206397,1252.0431130663956
252.0,1262.05,1683.7604586294597,1288.6512822307477,1324.090514092096,1785.1161575643673
253.0,1578.2500000000002,1259.7485986021588,1237.509611474649,1648.708691503602,1572.738691023848
254.0,1223.75,1708.5447305828095,1529.064083551863,1433.9347834972846,1264.8852402256784
255.0,1259.5,1275.4247277926406,1412.334350658419,1270.758493702834,1312.6097386593572
256.0,1702.4,1214.0724790571585,1263.1212556414807,1221.6902059940694,1275.9947463707938
257.0,1261.1,1647.4989651265148,1301.5869937768664,1302.5977197474854,1257.8027483617054
258.0,1331.3999999999999,1500.7998994185,1266.7549967061852,1273.9156294250142,1767.8640070725307
259.0,1266.45,1623.495523197019,1247.0923545417388,1233.6663963756796,1658.4198017631495
260.0,1830.7,1238.428227853198,1270.806640996797,1258.8339853955615,1742.2174837109403
261.0,1263.7,1264.035810766777,1379.8586789958565,1476.6562904135817,1249.999556849156
262.0,1233.3,1497.3120666323632,1253.207593850684,1298.68003149625,1277.2756662331326
263.0,1195.0,1564.6624627670003,1530.9751766507225,1500.7863679849036,1606.796568002158
264.0,1807.7,1447.7232667056735,1462.5024260110602,1359.2074895685632,1456.4398156799102
265.0,1276.15,1256.6325796668864,1513.3744144629777,1649.211774683134,1742.3285585441083
266.0,1868.15,1258.970298711327,1287.5948915603765,1232.7313238316176,1356.817706580846
267.0,1485.1,1698.2570168656443,1492.6739685438583,1238.775184012239,1204.279070954406
268.0,1694.6,1426.9597612627458,1296.5572839269312,1764.837878071913,1742.815586943814
269.0,1532.95,1226.776830126664,1272.772217062731,1262.478549112143,1299.4862882017114
270.0,1231.5,1279.6321471621782,1524.85381488441,1199.5285586741818,1277.2346207809233
271.0,0.0,1778.441235453717,1267.3069600628746,1253.023107118634,1730.6782239381046
272.0,1248.1,1313.4197212456606,1473.6583310115063,1249.7985392706876,1286.678039491405
273.0,1498.4,1437.512205198516,1491.8083267178472,1222.7962585909538,1683.4967499879567
274.0,1338.95,1273.5163134271452,1294.681804030074,1616.5733795927076,1822.8203640549973
275.0,1723.35,1667.481016726804,1265.228472952781,1224.9649559863617,1722.4653604370749
276.0,1494.8,1294.4038109248509,1490.2092989711832,1241.2697267897893,1408.715399048408
277.0,1295.45,1615.365012386275,1384.1532302100034,1698.7408825167058,1506.245437768799
278.0,1224.5,1196.0760909065202,1332.8918481015985,1728.3622300935867,1248.4352921130164
279.0,1282.35,1305.784906649949,645.1799825951263,1298.4079654721263,1776.3815922988024
280.0,1255.5,1281.353339677405,1524.483133606515,1315.9978072165022,1733.1042538207182
281.0,1768.1,1572.092008297335,1281.3230319852894,1483.390233173138,1626.721433408048
282.0,1773.1,1298.5814317607103,1298.324487996847,1310.1145397315695,1233.7981048403103
283.0,1833.0500000000002,1284.1203764913328,1233.454896295866,1365.0935248724286,1281.3999866844658
284.0,1944.25,1314.7645891049683,1364.1372042394762,1727.2871295784355,1673.523206008696
285.0,1271.65,1420.1302903193107,1296.971236115534,1279.9457320527492,1655.5714831394898
286.0,1615.5,1296.4301187273868,1260.1830801323654,309.6879117357013,1217.999563697885
287.0,1260.2,1622.4036204873596,1573.809959780505,1232.8224472903692,1446.1562198369584
288.0,1771.6,1326.2053240938767,1244.3418767388582,1300.2824105908712,1376.657458912347
289.0,1857.35,1274.3529759225914,1214.7555997324205,1600.422327881732,1635.8427117601757
290.0,1192.35,1236.8325691822076,1537.8482850313894,1261.3975695107267,1788.1319491262766
291.0,1304.2,1147.0859005438665,1359.4139541568643,1653.2235136586312,1496.9347763839262
292.0,1887.6,1272.0830811701646,1494.974300974818,1241.7971506507686,1228.9125528927193
293.0,1858.85,1307.926339908716,1261.775323312437,1281.3873199948214,1769.9991073399424
294.0,1249.05,1248.0584477185082,1404.3160498936213,1311.049533731289,1600.5852271020956
295.0,1319.95,1626.008975252848,1521.1362217965554,1324.8339761292305,1677.9910638410406
296.0,1282.1000000000001,1203.3087950404788,1289.376946713377,1247.449479012826,1769.9181753022565
297.0,1285.25,1306.5135082355307,1459.148438322988,1208.0075230759958,1616.4819651897938
298.0,1228.75,1415.559645392805,1265.7066717335915,1229.411945607737,1620.9751536699655
299.0,1182.0,1320.6636706479164,1594.916406650263,1583.1066939199782,1280.6652932406737
300.0,1265.05,1652.111445651804,1220.6132149829473,1277.0291362136998,1603.2535149021537
301.0,1903.65,1717.600551968567,1275.0189710052932,1244.4442206608726,1281.3589036179642
302.0,1267.2,1621.775541861233,1279.237679745252,1265.544402504983,1195.3457719360133
303.0,1562.9,1411.5135721916783,1257.453516161863,1231.325789960642,1255.9665489299296
304.0,1288.45,1291.3723686992275,1157.0945151696374,1257.1877726797618,1620.8511336663
305.0,1768.9,1450.77116771766,1408.226030971091,1447.3886003844584,1470.053976481387
306.0,1189.35,1323.7181232455243,1274.0152706218034,1410.3609448848647,1270.3791218418742
307.0,1258.2,1751.889304065509,1386.6217033128908,1602.2467511049,1239.450187236072
308.0,1349.35,1254.394437509143,1495.5229205928742,1201.6152077445422,1208.746507642924
309.0,2048.15,1217.283905290818,1586.86616113461,1293.4309255717358,1395.3047156295368
310.0,1829.1000000000001,1212.219065021456,1268.7522315567533,1453.88406363919,1621.4302239126987
311.0,1248.0,1266.414876928005,1424.3652209243671,1734.8914551554356,1649.1590564538496
312.0,1426.95,1387.4926888699968,1600.9339544840443,1767.3132267862925,1447.3901620515217
313.0,1197.0,1723.7144201650597,1292.4533664147812,1620.5783027201803,1306.1533409131744
