Index,Real,Predicted
1.0,495.73513,453.11619822879203
2.0,488.63771,532.562320122541
3.0,482.59722999999997,417.0736574508077
4.0,486.33569,567.0962384604934
5.0,489.06831,543.330975137807
6.0,488.39639,535.1639060730176
7.0,485.39923,391.14866930903816
8.0,486.61259,530.2529020197987
9.0,479.47299999999996,434.93061450004035
10.0,474.22001000000006,415.0422987643601
11.0,465.5267,521.1788573605811
12.0,463.32174999999995,532.8397657387627
13.0,460.02604,523.1225276744406
14.0,455.95742,423.32031053594363
15.0,458.28962,411.66101182792175
16.0,466.20854,537.3191290752407
17.0,461.127,384.8262473958055
18.0,462.7866900000001,401.05567179108016
19.0,482.52473000000003,535.1341205885335
20.0,478.82806999999997,557.1258701971608
21.0,477.87908,430.8758763841088
22.0,480.52884,388.56785467144556
23.0,476.05301,397.0932778853545
24.0,476.48982,423.2129727988776
25.0,474.73434000000003,525.7463873782024
26.0,486.2006799999999,445.21227241946934
27.0,487.01795,579.2475274758717
28.0,478.4527,414.44602390292727
29.0,473.06298,529.5080883464448
30.0,468.78992000000005,511.9982735799419
31.0,464.76612,414.3380414572576
32.0,470.70476,410.7795743974656
33.0,490.51241,403.3447077047619
34.0,493.1867,527.7532325216432
35.0,492.16639000000004,395.4913619801899
36.0,486.12136,586.0039766346615
37.0,485.23668,551.4836242627146
38.0,474.11221,394.82879419903895
39.0,480.99913,393.8226404475355
40.0,486.64923999999996,431.80999517348783
41.0,487.68179,570.1724074726949
42.0,494.93222999999995,546.3326878318991
43.0,481.32206,436.12569981920564
44.0,450.95853,536.1250280902466
45.0,441.04265999999996,395.6801998440182
46.0,465.90216000000004,393.6432430858283
47.0,470.99928,507.08960633290184
48.0,471.33426000000003,505.9621111216981
49.0,482.2919099999999,557.3545877813438
50.0,481.60292999999996,393.9594262010238
51.0,498.61773999999997,402.84588276586385
52.0,508.85125,448.0303995341586
53.0,499.97844000000003,551.2689334992119
54.0,497.18662,420.36191068906135
55.0,502.79472000000004,461.73056382262104
56.0,498.8009,424.6301985640404
57.0,499.65074,586.9457894205833
58.0,489.01618,424.9123947925109
59.0,483.79731,579.3697887957645
60.0,488.95051,414.32986990661243
61.0,496.89099,560.8863901461355
62.0,482.61242999999996,449.06050737664634
63.0,489.76078,392.1037721277361
64.0,513.97914,430.16670971598376
65.0,525.69594,615.5243618391139
66.0,507.36985,417.506719785405
67.0,497.05282,417.14466478475555
68.0,490.34048,578.1167802201182
69.0,491.29686,409.4696557362663
70.0,494.8071,552.6094204780836
71.0,512.3750500000001,616.6066900354837
72.0,510.51705999999996,431.94574175641947
73.0,504.07632,596.9336887737375
74.0,492.28659999999996,389.5891768737699
75.0,494.91378000000003,553.5824854165141
76.0,503.42221,569.0655933531413
77.0,524.28877,437.3006120733026
78.0,522.05945,479.79825086478814
79.0,550.83138,476.83468065273433
80.0,548.37918,598.8947422254437
81.0,572.04862,499.24108469626833
82.0,636.9426900000001,508.5533271439905
83.0,611.85036,477.27686510250555
84.0,607.9219,709.8426689799642
85.0,627.5416299999999,694.3641890764173
86.0,649.72681,739.5925495711375
87.0,666.27002,546.2919259060197
88.0,673.45064,564.3763548945055
89.0,683.03379,738.1540434808644
90.0,664.4891100000001,738.7229132424814
91.0,650.74699,742.1197157498854
92.0,657.18231,714.5694634226148
93.0,657.19002,708.8149057340553
94.0,640.66794,720.146796807492
95.0,629.5339300000002,566.3315426695658
96.0,621.37116,545.8286982603277
97.0,604.9282499999999,662.5429121623814
98.0,629.52225,536.9071800461717
99.0,685.32209,555.2862710145018
100.0,699.4097,787.1861319971268
101.0,689.22967,788.1145969554648
102.0,687.2456,546.5909189689994
103.0,685.39768,784.0638971947302
104.0,687.1045,821.4062146674221
105.0,701.63489,639.9620115357882
106.0,736.3960500000001,588.9026221508332
107.0,723.84997,657.6744002963013
108.0,705.28895,558.1899491043418
109.0,689.71437,556.9895606168328
110.0,662.17753,590.5243238885299
111.0,648.4383,509.8430845308663
112.0,657.1288199999998,559.6013485028249
113.0,634.83829,706.1593323862467
114.0,613.8894,679.3420303041817
115.0,634.7838899999999,562.861352255655
116.0,677.25717,767.0878953200664
117.0,711.2329,612.8101421619019
118.0,715.12942,787.9417941819836
119.0,692.5905300000001,759.9133658519892
120.0,695.68006,597.4938061952676
121.0,757.2461000000001,642.2819079739271
122.0,804.30333,922.5460646653603
123.0,801.48284,922.1867345298897
124.0,785.77764,970.4035805005087
125.0,795.52175,875.0694561003278
126.0,815.6060699999999,901.1818425202711
127.0,831.13222,685.7854623363056
128.0,800.67091,735.4864271994751
129.0,785.64426,719.2156448874669
130.0,771.66802,688.2406158324561
131.0,750.0887899999999,868.8769962783266
132.0,764.72122,868.0077081462437
133.0,740.16178,594.6272043661793
134.0,728.51923,847.8672015030621
135.0,709.2387100000001,647.0057236067813
136.0,707.13821,647.9765875122177
137.0,722.78339,830.436926732494
