Index,Real,Predicted
1.0,495.73513,501.156462343852
2.0,488.63771,492.12583133062884
3.0,482.59722999999997,482.6873515430916
4.0,486.33569,487.16580662508005
5.0,489.06831,492.6259617616278
6.0,488.39639,495.4616064458897
7.0,485.39923,489.2945563515189
8.0,486.61259,482.0271584404729
9.0,479.47299999999996,481.6328170376416
10.0,474.22001,472.8440917039479
11.0,465.5267,457.0519261693029
12.0,463.32174999999995,467.8881993338036
13.0,460.02604,456.1619176853245
14.0,455.95742,445.97517916286085
15.0,458.28962,466.76267231231725
16.0,466.20854,461.7891175686592
17.0,461.127,454.7221627233632
18.0,462.78669,466.7311637224566
19.0,482.52473000000003,476.5209895475617
20.0,478.82806999999997,476.1532386554344
21.0,477.87908,480.2891795260696
22.0,480.52884,483.27881934000425
23.0,476.05301,475.78449483825796
24.0,476.48982,478.5916629285682
25.0,474.73434,472.07171603348576
26.0,486.20068,494.53854538401316
27.0,487.01795,493.4764636430303
28.0,478.4527,476.6039599048247
29.0,473.06298000000004,473.11761370110264
30.0,468.78992000000005,469.04310136481433
31.0,464.76612,464.23394930970073
32.0,470.70476,468.91302418564567
33.0,490.51241,477.5078279495937
34.0,493.1867,484.0009070659013
35.0,492.16639000000004,482.2181612383315
36.0,486.12136,475.85345807734785
37.0,485.23668,478.46928948569104
38.0,474.11221,469.8647659837671
39.0,480.99913,486.78003243402594
40.0,486.64923999999996,495.66287325344337
41.0,487.68179,496.93133682224783
42.0,494.93222999999995,484.0786661188898
43.0,481.32206,488.2702208325322
44.0,450.95853,455.23488144492677
45.0,441.04265999999996,450.38489374529564
46.0,465.90216000000004,465.69885135674815
47.0,470.99928,472.0187249877016
48.0,471.33426000000003,473.78668876739806
49.0,482.29191,491.0468174274329
50.0,481.60292999999996,471.4260929660834
51.0,498.61773999999997,518.6026870531525
52.0,508.85125,485.46385527274515
53.0,499.97844000000003,513.0092764434946
54.0,497.18662,518.4035513171945
55.0,502.79472000000004,527.1631032329649
56.0,498.8009,517.1525544903803
57.0,499.65074,484.80789998514587
58.0,489.01618,503.1593538791202
59.0,483.79731,493.1358348258018
60.0,488.95051,478.45188515912366
61.0,496.89099,480.94476360311654
62.0,482.61242999999996,471.23122906599787
63.0,489.76078,475.69911353729566
64.0,513.97914,537.6418763714504
65.0,525.69594,546.1147326077987
66.0,507.36985,476.7032331366465
67.0,497.05282,478.5643908037755
68.0,490.34048,506.91818892208266
69.0,491.29686,479.89510293541423
70.0,494.8071,478.8706104549152
71.0,512.3750500000001,484.10276376465487
72.0,510.51705999999996,531.2623085447651
73.0,504.07632,480.850491728559
74.0,492.2866,470.4674019250134
75.0,494.91378000000003,474.28156632226256
76.0,503.42221,529.2926198227609
77.0,524.28877,503.8340666653493
78.0,522.05945,485.73931053342164
79.0,550.83138,598.0926453251141
80.0,548.37918,497.1885205100673
81.0,572.04862,535.1335080385788
82.0,636.9426900000001,579.855207612873
83.0,611.85036,680.3681016094533
84.0,607.9219,681.4797916094333
85.0,627.5416299999999,732.5873206683129
86.0,649.72681,552.1535550361326
87.0,666.27002,750.529982225115
88.0,673.45064,592.8250443349361
89.0,683.03379,815.0434789906035
90.0,664.48911,735.6917901710467
91.0,650.74699,764.7482987634146
92.0,657.18231,777.8748898687495
93.0,657.19002,579.1400411329905
94.0,640.66794,731.1083466560582
95.0,629.53393,718.7282067580393
96.0,621.37116,518.1001349841412
97.0,604.9282499999999,540.936146125168
98.0,629.52225,519.8944882918736
99.0,685.32209,577.4036935004589
100.0,699.4097,583.7605151538107
101.0,689.22967,794.634252105534
102.0,687.2456,580.5291879892884
103.0,685.39768,818.2481467798873
104.0,687.1045,793.6788731602558
105.0,701.63489,841.4369623102891
106.0,736.39605,845.6692393028685
107.0,723.84997,832.8953895438926
108.0,705.28895,551.6853679423327
109.0,689.71437,586.4732689745603
110.0,662.17753,570.9697751089423
111.0,648.4383,752.4983440844528
112.0,657.1288199999999,547.8473962095525
113.0,634.83829,693.6871732877795
114.0,613.8894,677.2647619941591
115.0,634.78389,722.4650395487168
116.0,677.25717,809.433434733129
117.0,711.2329,606.1729415812928
118.0,715.12942,629.2596940590051
119.0,692.5905300000001,600.4990865970418
120.0,695.68006,796.4126118720269
121.0,757.2461000000001,566.0573254961099
122.0,804.30333,639.5799044203724
123.0,801.48284,659.0382598827946
124.0,785.77764,647.7827150994617
125.0,795.52175,682.1740798435385
126.0,815.6060699999999,598.0431992766689
127.0,831.13222,961.3481703415008
128.0,800.67091,676.271789036183
129.0,785.64426,627.4917262427803
130.0,771.66802,933.5765885717317
131.0,750.0887899999999,640.7582163817796
132.0,764.72122,628.0559046713113
133.0,740.16178,888.9594497168192
134.0,728.51923,613.4153317561696
135.0,709.2387100000001,833.6176028117923
136.0,707.13821,553.5554512354324
137.0,722.78339,812.482197052519
