Index,Real,Predicted
1.0,495.73513,541.9550506913613
2.0,488.63771,408.1876115534016
3.0,482.59722999999997,408.56144869359383
4.0,486.33569,392.49276418803277
5.0,489.06831,391.08687477577024
6.0,488.39639,399.47413701938626
7.0,485.39923,436.09884015971653
8.0,486.61259,548.5524548815865
9.0,479.47299999999996,412.92392451451957
10.0,474.22001000000006,547.1616923048206
11.0,465.5267,536.7125806271576
12.0,463.32174999999995,500.1659408694238
13.0,460.02604,403.53571126501754
14.0,455.95742,522.2189827041198
15.0,458.28962,393.9398193143844
16.0,466.20854,499.19132243088126
17.0,461.127,545.4541084252301
18.0,462.7866900000001,540.5689839701047
19.0,482.52473000000003,562.1082635297084
20.0,478.82806999999997,443.49112313471466
21.0,477.87908,553.9013761320039
22.0,480.52884,542.8736920059113
23.0,476.05301,441.43994693356
24.0,476.48982,526.6103172382923
25.0,474.73434000000003,512.2037552190932
26.0,486.2006799999999,559.6816896506065
27.0,487.01795,426.11730687842913
28.0,478.4527,545.6062396347806
29.0,473.06298,406.15399090814043
30.0,468.78992000000005,550.4826042113486
31.0,464.76612,398.7980104013336
32.0,470.70476,517.6764726192132
33.0,490.51241,538.5732474852086
34.0,493.1867,548.4941920603833
35.0,492.16639000000004,553.8505140304469
36.0,486.12136,574.742088046789
37.0,485.23668,562.5706541698466
38.0,474.11221,521.4133056454898
39.0,480.99913,432.0318051661218
40.0,486.64923999999996,430.27598548796306
41.0,487.68179,574.9695632973517
42.0,494.93222999999995,542.8334102027322
43.0,481.32206,567.5498782534031
44.0,450.95853,404.0410423270489
45.0,441.04265999999996,479.4617220977697
46.0,465.90216000000004,524.1513095058767
47.0,470.99928,523.0260954255393
48.0,471.33426000000003,555.0978570298596
49.0,482.2919099999999,534.5818557600132
50.0,481.60292999999996,532.1654233249694
51.0,498.61773999999997,601.6440466631911
52.0,508.85125,455.65967643675214
53.0,499.97844000000003,599.8556711333281
54.0,497.18662,415.573749822603
55.0,502.79472000000004,457.6771022204387
56.0,498.8009,558.4227758232778
57.0,499.65074,424.3788171531454
58.0,489.01618,541.2964642561483
59.0,483.79731,393.45614732005834
60.0,488.95051,540.8577700913058
61.0,496.89099,541.9531281468147
62.0,482.61242999999996,387.3201502122796
63.0,489.76078,440.0652218649652
64.0,513.97914,453.5958102195853
65.0,525.69594,600.9654760136698
66.0,507.36985,445.5085786130291
67.0,497.05282,583.6532388023286
68.0,490.34048,551.2661896963996
69.0,491.29686,581.5284242307117
70.0,494.8071,579.722633396979
71.0,512.3750500000001,597.2042581382768
72.0,510.51705999999996,618.8816079293495
73.0,504.07632,459.9931749145762
74.0,492.28659999999996,452.00153522265214
75.0,494.91378000000003,458.1897188916922
76.0,503.42221,546.9568292613787
77.0,524.28877,582.4103967733607
78.0,522.05945,412.0376895805047
79.0,550.83138,500.8859992929621
80.0,548.37918,633.0664654371041
81.0,572.04862,620.890351965046
82.0,636.9426900000001,548.4345587562269
83.0,611.85036,556.7818468117625
84.0,607.9219,711.9553789088336
85.0,627.5416299999999,692.2540073749761
86.0,649.72681,760.2241391617218
87.0,666.27002,810.7442036497309
88.0,673.45064,797.6915659404441
89.0,683.03379,773.1843328553347
90.0,664.4891100000001,513.4405550976101
91.0,650.74699,738.2032737525499
92.0,657.18231,541.3310354702597
93.0,657.19002,522.6580757269362
94.0,640.66794,591.1226182417377
95.0,629.5339300000002,490.91853485254234
96.0,621.37116,741.0843259240874
97.0,604.9282499999999,497.5350987554763
98.0,629.52225,686.541088964186
99.0,685.32209,567.3933886076719
100.0,699.4097,577.2831262064469
101.0,689.22967,628.2621342319734
102.0,687.2456,604.2960373720309
103.0,685.39768,549.8282839674198
104.0,687.1045,580.8170596261618
105.0,701.63489,587.3037346379672
106.0,736.3960500000001,640.2346702041139
107.0,723.84997,568.397997908588
108.0,705.28895,586.7917189995815
109.0,689.71437,546.3496817160093
110.0,662.17753,802.7173673310886
111.0,648.4383,513.6453163223135
112.0,657.1288199999998,756.9113392409189
113.0,634.83829,707.9587866202634
114.0,613.8894,750.6442077156788
115.0,634.7838899999999,716.6043630257992
116.0,677.25717,623.6230457221892
117.0,711.2329,788.7232378516486
118.0,715.12942,828.8444363492773
119.0,692.5905300000001,817.1476981486317
120.0,695.68006,613.7709845306324
121.0,757.2461000000001,825.4021091798202
122.0,804.30333,618.910022377275
123.0,801.48284,894.5773108569106
124.0,785.77764,716.9689045762527
125.0,795.52175,636.7133292732312
126.0,815.6060699999999,884.4981291937206
127.0,831.13222,703.0322231262817
128.0,800.67091,652.5178437104948
129.0,785.64426,956.6768943111804
130.0,771.66802,690.1105723873818
131.0,750.0887899999999,889.1734915774632
132.0,764.72122,699.9005707314229
133.0,740.16178,660.0192363841929
134.0,728.51923,566.8046511180403
135.0,709.2387100000001,589.8713435195045
136.0,707.13821,594.9544570246333
137.0,722.78339,886.3037183225824
