Index,Real,ARIMA,GRU,GWO-LSTM,LSTM,SAES
134.0,728.51923,613.4153317561696,847.8672015030621,683.1788633962518,895.7775086305933,566.8046511180403
135.0,709.2387100000001,833.6176028117923,647.0057236067813,741.1561313132952,645.3698920891302,589.8713435195045
136.0,707.13821,553.5554512354324,647.9765875122177,694.7262450922893,767.2508178103852,594.9544570246333
137.0,722.78339,812.482197052519,830.436926732494,669.3476357995087,552.1552048307045,886.3037183225824
MAPE,0.0,-0.0061494716566588,-0.014008166634808413,0.002260525275714314,-0.0023748049271107657,0.007967197441822357
RMSE,0.0,75.51617979581692,84.32827107220474,26.797960940711754,90.17888227099606,89.96002837284713
MSE,0.0,3668.53868075913,7617.583653535991,159.42225019189206,140.30683604434583,68.67444237416834
SSE,0.0,781268.9973007184,974242.2503777323,98383.90734944805,1114115.6206475247,1108714.5185635544
MAE,0.0,52.64058878973644,79.32723048094667,22.866253930152965,82.95502350098877,83.26740624099344
SSR,1672769.5464935598,2075061.7054693284,2724121.7341857394,1743994.2080118004,2803839.3784851735,2116479.456539485
R2,1.0,0.5329488159690583,0.4175872866528879,0.9411850200431499,0.33396945025516456,0.33719828837891697
