Index,Real,Predicted
1.0,1322.5,1305.2941288931881
2.0,1318.1,1330.1925656981505
3.0,1322.5,1335.6092667252326
4.0,1313.3,1320.7845963106802
5.0,1283.3,1277.8079441232323
6.0,1269.4,1270.171327242205
7.0,1254.5,1256.6660936579642
8.0,1258.75,1260.1077616940638
9.0,1259.5,1258.1379188041117
10.0,1253.45,1250.1773858358783
11.0,1256.5,1255.0936824441972
12.0,1261.05,1262.10792209111
13.0,1251.75,1248.0075464323786
14.0,1254.8,1257.3330154151163
15.0,1258.2,1259.1357752953174
16.0,1269.05,1268.259486479295
17.0,1271.65,1273.1141987166327
18.0,1266.05,1265.8629910872628
19.0,1265.55,1265.489113364106
20.0,1269.4,1268.4282957883552
21.0,1270.5,1271.9002871694718
22.0,1266.2500000000002,1266.5190483177112
23.0,1273.0,1274.8203041648724
24.0,1272.0,1270.0565262533257
25.0,1288.45,1292.2479621264379
26.0,1303.7500000000002,1314.0273443594408
27.0,1301.0,1308.8394705074938
28.0,1302.8,1293.7951015542885
29.0,1283.05,1285.419671967922
30.0,1282.35,1277.60600338946
31.0,1281.3999999999999,1283.7935431113542
32.0,1267.5,1268.093609187497
33.0,1236.45,1231.1176442774045
34.0,1213.6,1222.9662389005805
35.0,1226.95,1219.221008889388
36.0,1229.2,1237.5816663885994
37.0,1226.75,1236.7351576663584
38.0,1211.0,1200.7831897361875
39.0,1214.25,1220.4456689058795
40.0,1212.25,1227.8860039801534
41.0,1185.35,1173.8214811932835
42.0,1186.1,1174.2110775236922
43.0,1187.7,1205.3774340658451
44.0,1187.0,1203.1833533840436
45.0,1186.55,1205.9197224942202
46.0,1178.1,1167.220973590183
47.0,1161.85,1137.3534430808395
48.0,1173.5,1153.107343679623
49.0,1162.2,1147.5446053592686
50.0,1172.5,1200.0109672976957
51.0,1177.65,1158.440749098712
52.0,1171.05,1149.7066713385025
53.0,1163.6,1138.71800985129
54.0,1156.1,1144.9286473852324
55.0,1158.55,1131.341693136779
56.0,1162.25,1176.592836802474
57.0,1126.95,1093.468027869312
58.0,1131.6,1115.0076719061324
59.0,1136.25,1109.0511791586277
60.0,1125.7,1088.0404133060404
61.0,1133.65,1119.3366250255467
62.0,1131.35,1114.5748299347908
63.0,1.0,1.0
64.0,1134.6,1102.7884011343158
65.0,1145.9,1159.792216071555
66.0,1.0,365.5094619181449
67.0,1151.0,1148.5106485445651
68.0,1164.25,1175.747612548365
69.0,1176.7,1168.5681029824007
70.0,1175.85,1150.5234113637266
71.0,1178.5,1193.7585281699392
72.0,1189.5,1183.176060395882
