Index,Real,Predicted
1.0,1322.5,1337.4669138704699
2.0,1318.1,1307.4018475741045
3.0,1322.5,1335.6706913133276
4.0,1313.3,1322.7545078478752
5.0,1283.3,1285.7665128076897
6.0,1269.4,1270.406361171651
7.0,1254.5,1256.9570725439753
8.0,1258.75,1257.160006893329
9.0,1259.5,1258.6450199224487
10.0,1253.45,1251.8605832177125
11.0,1256.5,1257.448982530073
12.0,1261.05,1262.2180229391345
13.0,1251.75,1248.9514892710986
14.0,1254.8,1256.4848124295193
15.0,1258.2,1260.161002659999
16.0,1269.05,1269.497937918593
17.0,1271.65,1269.7461617421113
18.0,1266.05,1266.1800309946786
19.0,1265.55,1265.369547638353
20.0,1269.4,1270.2871948045906
21.0,1270.5,1271.9600002469463
22.0,1266.2500000000002,1266.481507315507
23.0,1273.0,1270.9191780801948
24.0,1272.0,1270.5895385313243
25.0,1288.45,1292.1893848729128
26.0,1303.7500000000002,1299.8477207986261
27.0,1301.0,1291.9687034058995
28.0,1302.8,1295.019373370516
29.0,1283.05,1285.8148212550666
30.0,1282.35,1278.990277565451
31.0,1281.3999999999999,1286.2861065676561
32.0,1267.5,1266.936413731824
33.0,1236.45,1228.7414267154397
34.0,1213.6,1224.7631073525367
35.0,1226.95,1216.5652679457062
36.0,1229.2,1236.3895441852433
37.0,1226.75,1216.8416133524197
38.0,1211.0,1222.169514574592
39.0,1214.25,1222.2348544941722
40.0,1212.25,1221.044501673517
41.0,1185.35,1168.5426988158724
42.0,1186.1,1173.5040321326512
43.0,1187.7,1205.4257954735438
44.0,1187.0,1166.8871322793475
45.0,1186.55,1208.6240667015381
46.0,1178.1,1200.8337676307765
47.0,1161.85,1139.766259904811
48.0,1173.5,1195.4994647824285
49.0,1162.2,1135.248196109159
50.0,1172.5,1185.268468219328
51.0,1177.65,1153.9417048052526
52.0,1171.05,1192.7309828479051
53.0,1163.6,1136.4876682620309
54.0,1156.1,1177.9045621854762
55.0,1158.55,1126.9197311988964
56.0,1162.25,1173.3775877237927
57.0,1126.95,1148.665314203653
58.0,1131.6,1170.1818721343625
59.0,1136.25,1156.0740934381688
60.0,1125.7,1094.9451596048843
61.0,1133.65,1170.0468505313497
62.0,1131.35,1093.2521488553225
63.0,1.0,222.39689131263913
64.0,1134.6,1071.2083759075833
65.0,1145.9,1122.6714944575956
66.0,1.0,261.30644079909484
